ID,TARGET
2,0.414568
5,0.486192
6,0.018998
7,0.137711
9,0.006211
11,0.881717
12,0.304780
15,0.852814
16,0.276960
17,0.324376
19,0.304186
21,0.018157
22,0.235748
24,0.114397
27,0.189204
28,0.341124
30,0.811257
33,0.019950
35,0.209552
37,0.297173
38,0.128768
40,0.842679
41,0.494590
44,0.096798
46,0.481368
47,0.066947
48,0.042775
50,0.103212
52,0.854371
53,0.106838
55,0.353987
57,0.025779
58,0.091174
59,0.137313
62,0.266789
63,0.158553
64,0.277538
65,0.158381
67,0.221235
69,0.514132
70,0.013059
71,0.606482
72,0.049501
73,0.017271
76,0.070934
78,0.045892
79,0.310419
81,0.075195
85,0.219225
86,0.022439
89,0.551931
94,0.759090
96,0.050193
97,0.239882
98,0.034226
99,0.338039
100,0.816639
103,0.691949
104,0.169616
108,0.115073
110,0.060806
112,0.318169
114,0.561514
116,0.207869
117,0.146748
119,0.105055
120,0.087817
121,0.056308
123,0.216270
124,0.532764
126,0.020736
128,0.155141
129,0.723141
133,0.527344
138,0.316348
147,0.328339
149,0.347492
158,0.040845
160,0.051035
164,0.600532
167,0.534602
168,0.302048
174,0.235368
181,0.332171
185,0.494702
187,0.079223
189,0.104928
190,0.751974
194,0.071350
197,0.677063
198,0.279304
201,0.549250
205,0.146025
208,0.759962
211,0.212615
216,0.248091
219,0.508208
223,0.034079
224,0.794056
226,0.162379
229,0.146090
230,0.347822
237,0.271381
238,0.327257
240,0.632499
243,0.053512
245,0.798414
246,0.884215
247,0.096245
248,0.104884
249,0.020309
250,0.915362
251,0.019404
255,0.773100
256,0.303048
257,0.666366
260,0.746843
261,0.052772
263,0.895571
264,0.846757
267,0.244102
268,0.155727
272,0.048995
274,0.055598
275,0.080852
277,0.914234
278,0.896369
280,0.094817
281,0.455174
282,0.651643
283,0.190741
284,0.655082
286,0.209383
290,0.287981
291,0.390612
293,0.536856
295,0.632094
297,0.033746
298,0.669909
300,0.038636
304,0.074898
305,0.042241
308,0.017645
309,0.129371
310,0.084214
312,0.518728
313,0.812204
315,0.091841
317,0.247018
318,0.422032
321,0.122060
323,0.635009
325,0.064924
326,0.142053
327,0.269603
328,0.281936
329,0.380389
330,0.053957
331,0.068032
334,0.367249
335,0.181220
336,0.440023
337,0.101230
338,0.563298
339,0.168060
341,0.850786
343,0.205985
346,0.027146
348,0.039100
350,0.828845
351,0.023955
352,0.357613
357,0.545440
358,0.150594
360,0.093292
361,0.191491
364,0.316161
365,0.498573
366,0.255500
367,0.052801
368,0.116699
370,0.041156
372,0.045474
376,0.010144
377,0.108864
379,0.291900
380,0.143606
381,0.527438
385,0.249126
386,0.402228
389,0.564041
391,0.604791
392,0.127483
393,0.234770
395,0.260012
396,0.154447
397,0.022003
398,0.279776
399,0.597665
400,0.102654
401,0.085648
403,0.120691
405,0.379061
406,0.338642
409,0.121272
411,0.176477
413,0.051201
418,0.021284
419,0.082426
422,0.357613
424,0.844529
425,0.317250
427,0.050193
430,0.008410
431,0.181277
434,0.139203
435,0.295103
437,0.657150
438,0.057482
439,0.783731
442,0.162315
446,0.220728
450,0.488088
451,0.237545
452,0.094271
454,0.017775
455,0.035508
463,0.186572
464,0.176748
465,0.024232
467,0.805190
468,0.387693
470,0.139889
472,0.826332
473,0.215057
475,0.034907
476,0.039503
479,0.218844
481,0.037818
483,0.336631
484,0.124941
486,0.550695
487,0.014290
491,0.243194
494,0.089346
495,0.040978
497,0.228520
498,0.072887
499,0.268181
503,0.361383
504,0.210800
505,0.095097
506,0.069959
507,0.104739
508,0.730224
509,0.505107
510,0.053749
511,0.180474
512,0.338345
516,0.030243
518,0.427069
519,0.132231
520,0.154016
521,0.063504
522,0.076895
524,0.675396
525,0.153601
526,0.036816
528,0.202923
529,0.287052
531,0.642312
532,0.844421
534,0.831567
536,0.567062
539,0.778839
540,0.303419
541,0.017138
542,0.755866
545,0.072864
546,0.045543
552,0.266995
556,0.036195
557,0.044184
559,0.145124
562,0.245360
563,0.180613
565,0.342221
569,0.043769
570,0.732038
574,0.210742
575,0.199615
585,0.114035
589,0.072352
590,0.236386
592,0.114088
593,0.143860
594,0.105170
595,0.071072
597,0.083757
601,0.020232
603,0.184057
604,0.031282
605,0.429939
607,0.022342
608,0.311172
610,0.288166
612,0.761425
613,0.509078
615,0.048705
616,0.879696
617,0.319696
619,0.170767
620,0.723422
621,0.067524
624,0.467506
625,0.183729
628,0.102173
629,0.825049
630,0.386205
632,0.247843
634,0.027772
637,0.177243
638,0.331505
642,0.350510
643,0.103690
644,0.640528
646,0.011996
655,0.211530
660,0.227375
664,0.267546
665,0.646284
666,0.021996
670,0.740092
671,0.890474
672,0.164536
675,0.070216
676,0.595723
677,0.405755
678,0.062978
680,0.064367
683,0.776459
684,0.096387
685,0.479964
691,0.734274
693,0.010558
696,0.018627
698,0.033877
699,0.196741
700,0.329576
703,0.174684
704,0.315939
705,0.085147
707,0.823709
709,0.633523
711,0.880003
713,0.147008
716,0.012138
719,0.021274
721,0.124909
722,0.036851
723,0.210839
724,0.040714
727,0.029618
728,0.188316
729,0.023781
733,0.209227
736,0.096897
739,0.526900
742,0.901456
743,0.147365
744,0.030752
745,0.883951
747,0.191728
749,0.274361
750,0.533672
751,0.325033
752,0.060741
755,0.092457
756,0.012967
762,0.306953
763,0.643585
764,0.141178
765,0.150087
766,0.092589
769,0.410850
770,0.835236
773,0.091259
774,0.604682
776,0.133225
777,0.154769
778,0.094089
779,0.246469
780,0.010791
781,0.305966
786,0.418767
788,0.039084
794,0.298273
796,0.842864
801,0.634155
802,0.310235
803,0.083484
804,0.043673
805,0.019496
809,0.226788
810,0.684125
817,0.355128
819,0.164460
821,0.094222
824,0.850955
825,0.110245
826,0.785892
830,0.098473
831,0.287900
832,0.253588
833,0.032413
837,0.247439
839,0.019863
840,0.024598
841,0.321325
842,0.091480
843,0.028012
844,0.620377
845,0.232209
848,0.282963
853,0.188816
854,0.007802
855,0.016994
856,0.185405
861,0.110828
865,0.327350
866,0.033128
867,0.057979
870,0.025189
871,0.476729
872,0.233696
873,0.165160
874,0.542335
875,0.026119
876,0.088505
879,0.181528
880,0.022573
883,0.177424
884,0.057153
886,0.174664
890,0.054803
892,0.385512
893,0.614313
894,0.497990
895,0.291833
896,0.317501
897,0.059336
899,0.852742
900,0.079437
901,0.093849
902,0.870059
905,0.165337
912,0.578229
914,0.879435
915,0.544523
917,0.767092
918,0.041353
919,0.046890
921,0.069897
922,0.208240
923,0.046917
926,0.022514
929,0.170512
930,0.054976
931,0.483013
937,0.018974
938,0.127042
939,0.107187
941,0.293985
946,0.085927
947,0.221433
950,0.052370
951,0.046361
952,0.122706
953,0.190894
954,0.006552
955,0.070994
956,0.823745
957,0.380558
960,0.429158
963,0.922600
966,0.280344
969,0.458888
971,0.107922
972,0.021910
975,0.213637
980,0.157465
982,0.729202
983,0.028370
985,0.681753
987,0.066573
988,0.095148
991,0.181747
992,0.031244
995,0.776164
996,0.058533
998,0.064574
1001,0.863004
1002,0.098914
1004,0.137313
1005,0.562571
1010,0.011591
1011,0.013072
1012,0.011892
1013,0.262559
1014,0.278092
1015,0.587319
1016,0.216506
1022,0.056685
1023,0.555716
1024,0.031666
1025,0.330298
1026,0.814287
1028,0.075790
1029,0.153490
1032,0.684125
1034,0.346589
1036,0.185450
1037,0.027951
1039,0.820506
1042,0.122893
1045,0.330734
1046,0.302008
1050,0.197504
1052,0.155820
1055,0.143477
1057,0.081382
1058,0.027265
1060,0.011230
1062,0.110187
1063,0.405755
1064,0.418477
1065,0.262487
1066,0.076531
1067,0.841219
1068,0.255311
1070,0.690485
1072,0.263172
1077,0.892825
1078,0.184020
1079,0.053565
1081,0.579063
1082,0.839419
1093,0.078695
1094,0.445250
1102,0.389572
1103,0.714974
1106,0.066478
1107,0.883895
1112,0.490031
1113,0.037417
1114,0.416803
1116,0.047906
1118,0.571159
1120,0.288166
1121,0.483485
1128,0.170942
1130,0.378472
1132,0.050427
1135,0.082481
1138,0.477262
1139,0.043630
1141,0.214804
1143,0.828848
1146,0.868649
1148,0.357613
1149,0.227428
1151,0.163295
1152,0.406649
1153,0.067666
1155,0.291567
1157,0.028230
1160,0.410628
1161,0.026702
1162,0.343897
1164,0.615978
1168,0.230976
1169,0.096188
1174,0.737588
1176,0.031137
1177,0.895189
1178,0.210947
1180,0.183926
1181,0.371215
1182,0.394542
1185,0.181719
1190,0.126723
1194,0.021398
1196,0.327090
1199,0.099989
1200,0.311887
1201,0.109623
1202,0.377101
1206,0.918514
1207,0.104689
1208,0.007772
1212,0.488922
1216,0.039844
1219,0.053451
1221,0.162069
1222,0.018108
1225,0.201210
1227,0.125371
1230,0.281677
1231,0.181277
1232,0.110932
1233,0.019723
1234,0.483229
1235,0.078542
1236,0.760173
1237,0.059145
1238,0.585617
1239,0.244963
1240,0.399190
1241,0.051098
1244,0.418101
1245,0.244130
1247,0.122893
1250,0.141503
1251,0.028369
1257,0.139054
1259,0.010785
1266,0.598522
1267,0.883049
1268,0.087004
1270,0.927852
1272,0.176704
1273,0.697792
1276,0.488566
1278,0.013212
1279,0.479434
1283,0.343477
1284,0.216470
1286,0.066122
1289,0.151041
1290,0.021118
1292,0.146690
1293,0.363487
1294,0.633190
1296,0.612808
1298,0.157742
1299,0.749888
1301,0.217545
1304,0.442850
1306,0.088111
1308,0.629746
1310,0.176836
1311,0.098116
1312,0.528231
1315,0.018105
1318,0.565871
1319,0.109758
1320,0.045949
1323,0.070539
1324,0.100787
1325,0.263500
1326,0.049705
1329,0.869546
1331,0.727992
1332,0.092271
1335,0.018572
1336,0.846821
1338,0.271480
1340,0.662865
1342,0.058980
1345,0.118542
1347,0.040793
1349,0.216470
1350,0.312812
1351,0.034324
1354,0.030502
1355,0.079832
1356,0.131207
1359,0.426254
1361,0.889824
1362,0.891367
1363,0.737887
1365,0.033554
1366,0.377260
1367,0.335562
1368,0.028604
1369,0.045039
1370,0.219359
1371,0.289053
1372,0.834400
1374,0.250170
1375,0.727809
1376,0.519506
1379,0.017146
1380,0.231993
1383,0.357613
1387,0.700502
1388,0.729276
1389,0.103180
1390,0.507989
1394,0.381574
1396,0.806780
1397,0.340636
1399,0.080461
1400,0.338183
1402,0.833663
1403,0.245732
1404,0.601396
1405,0.444918
1407,0.172872
1409,0.119611
1413,0.046573
1415,0.449702
1416,0.348440
1418,0.035513
1422,0.005695
1423,0.015517
1425,0.029225
1428,0.176048
1429,0.130909
1430,0.357613
1431,0.493205
1432,0.093303
1434,0.035632
1435,0.038639
1436,0.879066
1438,0.021123
1443,0.524703
1445,0.415724
1446,0.773676
1453,0.182958
1456,0.061113
1458,0.324872
1459,0.038538
1460,0.310548
1461,0.582140
1462,0.882622
1463,0.164486
1466,0.840099
1467,0.267205
1469,0.638071
1470,0.040518
1471,0.811239
1473,0.222318
1476,0.139229
1477,0.324078
1481,0.357613
1482,0.557919
1485,0.717124
1486,0.816934
1490,0.377913
1491,0.809600
1493,0.069997
1494,0.612482
1500,0.105764
1504,0.219734
1506,0.049793
1509,0.064284
1512,0.262869
1514,0.333387
1518,0.131763
1520,0.025064
1522,0.538563
1525,0.812587
1526,0.468371
1529,0.851385
1530,0.572819
1532,0.057202
1533,0.290462
1537,0.355748
1542,0.330322
1544,0.563157
1545,0.852006
1546,0.737887
1549,0.781583
1551,0.039018
1552,0.040756
1555,0.258279
1556,0.012927
1558,0.857369
1560,0.037905
1561,0.374773
1562,0.141929
1563,0.026056
1566,0.032028
1568,0.244894
1570,0.033799
1575,0.750430
1577,0.242788
1579,0.053262
1581,0.048442
1582,0.802072
1585,0.563837
1586,0.059610
1587,0.242724
1593,0.415943
1597,0.530037
1599,0.304234
1608,0.065126
1609,0.357613
1612,0.510044
1615,0.037869
1616,0.148731
1618,0.376310
1619,0.019950
1624,0.081886
1625,0.591912
1627,0.269824
1628,0.883090
1635,0.013860
1636,0.519687
1637,0.156313
1640,0.183079
1642,0.059245
1645,0.328339
1647,0.149909
1648,0.822314
1650,0.067912
1651,0.759877
1653,0.136866
1654,0.033691
1655,0.331178
1656,0.576680
1657,0.721137
1659,0.761626
1661,0.671193
1662,0.340709
1663,0.696369
1664,0.372544
1671,0.178848
1673,0.357613
1674,0.096283
1678,0.124793
1680,0.175203
1682,0.203427
1687,0.040094
1689,0.036153
1690,0.116768
1691,0.170905
1692,0.437481
1696,0.111065
1701,0.682991
1702,0.387615
1705,0.104528
1707,0.404004
1711,0.233061
1714,0.576671
1715,0.752653
1716,0.359757
1717,0.083100
1719,0.069680
1723,0.016125
1725,0.046476
1726,0.910583
1728,0.009449
1730,0.036747
1731,0.079577
1736,0.077246
1742,0.895349
1745,0.537855
1747,0.824762
1749,0.289496
1750,0.586295
1751,0.041301
1752,0.308170
1753,0.794218
1754,0.201568
1758,0.848358
1759,0.333312
1760,0.096590
1761,0.137313
1763,0.529825
1765,0.619936
1767,0.503863
1768,0.110671
1769,0.135064
1774,0.355397
1775,0.532581
1776,0.022559
1777,0.306414
1779,0.237271
