ID,TARGET
2,0.444082
5,0.534992
6,0.024379
7,0.159281
9,0.009959
11,0.894360
12,0.330485
15,0.852219
16,0.235031
17,0.360164
19,0.348030
21,0.026436
22,0.271085
24,0.131870
27,0.227430
28,0.424617
30,0.828850
33,0.024170
35,0.214486
37,0.346290
38,0.220868
40,0.825935
41,0.501455
44,0.139599
46,0.572780
47,0.121521
48,0.046183
50,0.104436
52,0.847539
53,0.131013
55,0.398851
57,0.030969
58,0.082695
59,0.162747
62,0.330557
63,0.183882
64,0.294470
65,0.147187
67,0.253527
69,0.589807
70,0.017363
71,0.684995
72,0.075061
73,0.011920
76,0.066744
78,0.047070
79,0.303620
81,0.059921
85,0.230703
86,0.024881
89,0.569577
94,0.733795
96,0.051634
97,0.285132
98,0.037346
99,0.355120
100,0.832419
103,0.694248
104,0.245581
108,0.121731
110,0.056717
112,0.379275
114,0.553173
116,0.265788
117,0.162794
119,0.161232
120,0.064422
121,0.036086
123,0.246115
124,0.541383
126,0.022384
128,0.185999
129,0.690222
133,0.424581
138,0.360896
147,0.331758
149,0.420496
158,0.043027
160,0.055465
164,0.539036
167,0.565837
168,0.330308
174,0.238795
181,0.351108
185,0.523990
187,0.067906
189,0.113916
190,0.730521
194,0.118837
197,0.767157
198,0.353691
201,0.582577
205,0.153980
208,0.739004
211,0.224230
216,0.248697
219,0.640106
223,0.032438
224,0.800147
226,0.181297
229,0.188596
230,0.307144
237,0.266244
238,0.349618
240,0.677461
243,0.062645
245,0.829810
246,0.872501
247,0.085655
248,0.121818
249,0.024322
250,0.907834
251,0.022384
255,0.752078
256,0.356413
257,0.698938
260,0.781566
261,0.031724
263,0.895751
264,0.835111
267,0.172868
268,0.160696
272,0.060014
274,0.066559
275,0.110838
277,0.910196
278,0.897897
280,0.080856
281,0.448602
282,0.676006
283,0.182371
284,0.603985
286,0.279083
290,0.234207
291,0.398405
293,0.541157
295,0.660201
297,0.031598
298,0.659469
300,0.055377
304,0.068458
305,0.046529
308,0.029452
309,0.102923
310,0.099139
312,0.508423
313,0.810323
315,0.132087
317,0.353672
318,0.462793
321,0.155710
323,0.650427
325,0.082494
326,0.150142
327,0.274300
328,0.393242
329,0.416396
330,0.054107
331,0.080905
334,0.435283
335,0.210901
336,0.475973
337,0.108229
338,0.539672
339,0.181477
341,0.842173
343,0.149193
346,0.030522
348,0.054424
350,0.855681
351,0.029046
352,0.335206
357,0.488084
358,0.170339
360,0.064622
361,0.182605
364,0.268357
365,0.462127
366,0.241275
367,0.057616
368,0.135536
370,0.049545
372,0.047134
376,0.010539
377,0.106590
379,0.311664
380,0.162961
381,0.569776
385,0.241192
386,0.430965
389,0.604656
391,0.629569
392,0.119853
393,0.219410
395,0.277390
396,0.146014
397,0.014192
398,0.315555
399,0.583536
400,0.162924
401,0.205850
403,0.174690
405,0.346290
406,0.373809
409,0.137806
411,0.164233
413,0.054195
418,0.022364
419,0.123512
422,0.335206
424,0.851486
425,0.273811
427,0.051634
430,0.010978
431,0.182309
434,0.189919
435,0.344393
437,0.660004
438,0.039426
439,0.773218
442,0.183882
446,0.243593
450,0.514810
451,0.211692
452,0.094252
454,0.016996
455,0.056800
463,0.215252
464,0.177818
465,0.030045
467,0.809681
468,0.371871
470,0.138178
472,0.841887
473,0.268403
475,0.042106
476,0.046946
479,0.231645
481,0.044919
483,0.391590
484,0.188543
486,0.524805
487,0.018392
491,0.303160
494,0.098382
495,0.038997
497,0.256103
498,0.055006
499,0.239721
503,0.366960
504,0.236628
505,0.125678
506,0.074578
507,0.183925
508,0.717776
509,0.470012
510,0.043478
511,0.174448
512,0.390561
516,0.031688
518,0.467567
519,0.114870
520,0.120935
521,0.069861
522,0.068816
524,0.689142
525,0.179307
526,0.037748
528,0.209467
529,0.327502
531,0.733768
532,0.867594
534,0.801221
536,0.560266
539,0.759111
540,0.287232
541,0.022922
542,0.724829
545,0.105111
546,0.056316
552,0.210970
556,0.029420
557,0.050657
559,0.139185
562,0.303261
563,0.189903
565,0.463079
569,0.048739
570,0.714545
574,0.199970
575,0.201184
585,0.127926
